job_role_applied,gender,nationality,education_level,university_tier,relevant_experience_years,skill_match_score,interview_score,Hiring Probability,Decision
Data Analyst,Male,Indian,Master,Tier 2,8.42,0.851,80.2,0.6523263862414823,✅ SHORTLIST
Data Analyst,Female,Other,Bachelor,Tier 2,9.28,0.51,56.9,0.18408557098578618,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),9.62,0.882,69.4,0.23085019036669027,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),16.59,0.892,65.6,0.25238533991889134,❌ REJECT
Data Analyst,Female,European,Master,Tier 1 (Top),5.87,0.999,98.0,0.45408023500421996,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 3,12.69,0.987,70.7,0.2442462052621977,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,16.53,0.946,98.0,0.7012305234817731,✅ SHORTLIST
Data Analyst,Male,European,Bachelor,Tier 2,12.56,0.676,89.7,0.20044808724675256,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,10.62,0.95,66.4,0.12839879709648294,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,10.15,1.0,78.4,0.5355789350351949,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),3.43,0.796,98.0,0.6913061658927951,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,9.97,0.811,86.6,0.28424421894427704,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,6.67,0.399,97.9,0.21936762140507354,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Unknown,14.13,1.0,91.5,0.4756260540686727,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,4.22,0.982,80.6,0.26678746723462365,❌ REJECT
Data Analyst,Female,Indian,PhD,Tier 3,15.48,1.0,98.0,0.8393911833190424,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 1 (Top),10.08,1.0,72.3,0.2890230637029096,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,7.89,0.736,74.9,0.09460888151692214,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 1 (Top),6.32,0.792,74.2,0.17636634214586208,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,11.89,0.872,76.7,0.2240847257815329,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 2,3.04,0.724,98.0,0.34595169221283106,❌ REJECT
Data Analyst,Female,Indian,Master,Unknown,29.02,1.0,79.4,0.6641041029937553,✅ SHORTLIST
Data Analyst,Male,American,Master,Tier 3,15.31,1.0,68.6,0.3683533178632093,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 3,12.01,0.411,51.3,0.17091543445943352,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,21.86,0.808,82.8,0.3865412234901316,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),3.46,0.742,77.9,0.11224725952596128,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,3.0,0.668,98.0,0.1458626817399832,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,17.46,0.723,70.3,0.16064801417704697,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 3,8.05,1.0,81.3,0.3521349908792403,❌ REJECT
Data Analyst,Female,American,Master,Tier 2,18.83,0.828,77.0,0.6718626989300576,✅ SHORTLIST
Data Analyst,Female,Other,Master,Tier 3,5.64,0.546,78.3,0.12031333681691349,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,12.76,1.0,77.9,0.8227057928732278,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),10.38,1.0,62.7,0.22382746205394055,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 1 (Top),10.74,0.681,88.0,0.18799171329901107,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,7.86,0.755,98.0,0.23511777565693162,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 3,10.58,0.759,87.6,0.24626937924274167,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),5.4,0.859,98.0,0.39757984271908575,❌ REJECT
Data Analyst,Female,European,Master,Tier 2,12.98,0.747,81.9,0.28228621499275247,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),13.13,0.781,71.8,0.13829970938505906,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,10.28,0.627,85.1,0.5725126952001918,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Tier 2,10.48,1.0,92.9,0.7595940396671012,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 2,8.6,0.445,76.7,0.44989967400846603,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,7.31,0.823,75.3,0.30567575707803235,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,14.87,0.711,51.0,0.07757237244420977,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),5.5,0.494,78.7,0.47182452184853424,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,14.82,0.838,73.8,0.27325617492894994,❌ REJECT
Data Analyst,Female,Asian (other),High School,Tier 2,9.05,0.723,48.1,0.14660592538072786,❌ REJECT
Data Analyst,Male,American,Master,Tier 1 (Top),10.6,0.586,85.7,0.17353556831434425,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),14.56,0.528,77.9,0.18973304377322728,❌ REJECT
Data Analyst,Male,European,High School,Tier 3,9.73,0.779,94.8,0.27613718867671205,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,12.99,0.957,78.9,0.46605601735211977,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,11.01,0.909,85.1,0.284122548793417,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),17.32,1.0,67.9,0.40260515009621634,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,6.93,0.484,86.8,0.08971432536734893,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,4.62,0.972,67.3,0.15173108731738683,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,7.39,1.0,77.3,0.6493662671886845,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 3,11.13,0.691,87.6,0.2756379709392212,❌ REJECT
Data Analyst,Male,African,High School,Tier 1 (Top),9.83,0.655,82.8,0.15518178582765796,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,19.57,0.55,88.4,0.16686799971589547,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,5.83,0.714,98.0,0.3840260646895585,❌ REJECT
Data Analyst,Female,American,Master,Tier 3,4.35,1.0,82.2,0.20156059096363405,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),11.51,0.733,72.6,0.13234450514107793,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,15.94,1.0,98.0,0.7997362471098713,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,8.78,0.687,72.1,0.10835016682790644,❌ REJECT
Data Analyst,Male,European,Master,Tier 2,7.82,0.965,81.8,0.4038608658674355,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,5.02,0.343,63.5,0.022682988999131713,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,5.25,0.676,84.6,0.4996773439225901,❌ REJECT
Data Analyst,Male,African,Master,Tier 3,10.4,0.989,77.7,0.3001040023824599,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,9.28,0.69,75.5,0.07551813582708503,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,17.0,0.812,85.3,0.7689776501281542,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,14.19,1.0,86.8,0.38866528366019215,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 3,6.73,0.526,68.0,0.011269806461178714,❌ REJECT
Data Analyst,Male,European,Master,Tier 3,21.03,1.0,68.9,0.33169404374749045,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,19.45,0.903,98.0,0.5267264013257775,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),12.28,1.0,81.1,0.6874190306047449,✅ SHORTLIST
Data Analyst,Female,Other,Master,Unknown,13.69,0.919,77.9,0.48814229543521037,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 3,21.44,0.968,89.4,0.7815676826872113,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,16.42,1.0,98.0,0.6225587782118165,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),4.51,0.413,79.4,0.04724173110562333,❌ REJECT
Data Analyst,Male,Asian (other),PhD,Tier 2,5.43,0.544,98.0,0.2106552875645063,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,4.03,0.951,81.0,0.2762490435308071,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),11.74,0.675,68.9,0.06988621618531544,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,8.49,0.668,78.9,0.11587797218772972,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),8.87,0.806,97.0,0.4560213016849173,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,11.88,0.912,85.2,0.27944690558690705,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,15.95,0.971,98.0,0.6556063014393377,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,5.8,1.0,78.1,0.6010550572561227,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 1 (Top),4.47,0.824,88.6,0.6654138579218325,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Tier 2,19.7,0.476,85.3,0.2419641766508802,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,10.09,0.97,84.5,0.4248169258430828,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.96,1.0,76.8,0.18445814215334821,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 3,7.72,1.0,95.2,0.2938308898742068,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,4.28,0.526,88.0,0.15263441885382634,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 3,13.36,0.869,95.0,0.55642953598184,✅ SHORTLIST
Data Analyst,Female,African,Master,Tier 1 (Top),6.29,0.808,81.5,0.2562833597412642,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 1 (Top),5.34,0.892,84.3,0.2575130422975185,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 3,5.83,0.689,95.2,0.5655249312901365,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,13.54,0.918,79.6,0.7257771861085339,✅ SHORTLIST
Data Analyst,Female,Asian (other),High School,Tier 3,13.92,1.0,72.1,0.17607326149666627,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 2,8.63,0.961,74.4,0.17815334088951182,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,20.83,1.0,71.3,0.689860976719792,✅ SHORTLIST
Data Analyst,Male,Other,Bachelor,Tier 2,6.03,1.0,84.2,0.711925713446998,✅ SHORTLIST
Data Analyst,Female,African,High School,Tier 3,5.83,1.0,94.3,0.3419942808844818,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,8.37,1.0,72.7,0.32689961326894873,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,7.76,0.893,72.3,0.1647462385044424,❌ REJECT
Data Analyst,Male,Other,PhD,Tier 2,11.47,0.909,91.8,0.7947296714939963,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,9.94,0.661,53.1,0.04386016661359291,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,18.81,1.0,95.5,0.862370694209687,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,10.12,0.803,66.7,0.22470892886492566,❌ REJECT
Data Analyst,Male,American,High School,Tier 3,6.11,1.0,85.8,0.26265210726364,❌ REJECT
Data Analyst,Female,Other,Master,Tier 2,6.38,0.475,86.9,0.08857561299760701,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 3,9.92,0.708,94.0,0.2023332494374521,❌ REJECT
Data Analyst,Female,European,Master,Unknown,7.59,0.823,70.4,0.26777049356701643,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,4.71,0.911,63.0,0.1412678244197979,❌ REJECT
Data Analyst,Female,Indian,PhD,Tier 2,8.26,0.987,78.9,0.3247678846749559,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 2,14.91,1.0,93.9,0.7076224248004432,✅ SHORTLIST
Data Analyst,Female,American,PhD,Tier 2,4.04,0.585,86.1,0.1535511018446237,❌ REJECT
Data Analyst,Female,American,Master,Tier 2,13.03,1.0,90.6,0.7575228826969095,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,4.12,0.739,89.5,0.575618469004568,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,4.61,0.642,85.4,0.12750625802270465,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 2,11.9,0.873,72.9,0.2200703499129749,❌ REJECT
Data Analyst,Male,American,PhD,Tier 1 (Top),4.37,0.56,91.6,0.21135972951091772,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,4.58,0.504,88.9,0.12804385596118398,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,5.66,0.524,74.7,0.026431454367401262,❌ REJECT
Data Analyst,Male,Other,Master,Tier 2,9.24,0.638,90.1,0.6647153482677305,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,10.64,0.764,73.3,0.2417219831848339,❌ REJECT
Data Analyst,Female,Indian,PhD,Tier 2,6.21,0.932,79.3,0.22850169374393076,❌ REJECT
Data Analyst,Male,European,Master,Tier 2,11.8,0.838,71.5,0.2520444137599371,❌ REJECT
Data Analyst,Female,Other,PhD,Unknown,24.08,1.0,98.0,0.6627016316884057,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 2,7.43,0.882,85.3,0.5384333753844431,✅ SHORTLIST
Data Analyst,Male,Asian (other),PhD,Tier 2,5.4,0.814,92.5,0.32693240591590905,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,14.14,0.841,83.0,0.6488720398039137,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,8.52,0.895,86.1,0.6152098798764235,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 1 (Top),11.2,0.44,79.6,0.18337958297592383,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,3.62,0.97,79.2,0.20150677329433844,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 3,13.96,0.883,77.2,0.29638150533124463,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,18.39,0.551,83.9,0.6072705128537674,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,5.62,1.0,60.3,0.14265200996921631,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 3,17.19,0.963,98.0,0.7616767371726181,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 2,6.32,0.707,64.4,0.075815943385552,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,4.42,0.915,82.9,0.28162196680795415,❌ REJECT
Data Analyst,Male,Other,PhD,Tier 3,7.61,0.834,98.0,0.35334928141737293,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.36,0.913,94.3,0.289902760873921,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,9.13,0.632,81.8,0.18729815483313672,❌ REJECT
Data Analyst,Non-binary/Other,Indian,Master,Tier 3,9.35,0.938,80.7,0.361392124824553,❌ REJECT
Data Analyst,Male,Indian,High School,Unknown,10.09,0.525,59.8,0.5350354876598364,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 3,9.98,0.524,61.8,0.08110768126110472,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,3.96,0.244,88.3,0.17271930182589698,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,9.4,1.0,86.4,0.5175091245791322,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 1 (Top),12.84,0.913,71.5,0.6565169798225372,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,8.63,1.0,67.0,0.2434824209124499,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,9.1,0.922,91.9,0.7596418305473432,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),9.6,0.854,79.6,0.26000109731435317,❌ REJECT
Data Analyst,Female,European,Master,Tier 2,4.39,0.982,71.7,0.6029471431804349,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,10.61,0.942,82.5,0.3080075320236301,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,7.01,0.534,91.5,0.04863550152625685,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,5.01,0.508,88.4,0.07583691702565099,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,22.82,1.0,98.0,0.7710815891159528,✅ SHORTLIST
Data Analyst,Male,European,Bachelor,Tier 2,11.82,0.833,63.6,0.0745378228929367,❌ REJECT
Data Analyst,Female,Indian,PhD,Unknown,7.75,0.853,81.5,0.22404615459352495,❌ REJECT
Data Analyst,Female,Asian (other),PhD,Tier 1 (Top),3.44,0.645,79.7,0.24193449239699497,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,14.87,0.971,72.9,0.2631323443997287,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,9.76,0.264,74.6,0.07597523893373348,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,9.5,0.616,98.0,0.2616864979878517,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,23.16,0.63,98.0,0.6769788847714175,✅ SHORTLIST
Data Analyst,Male,Other,Master,Tier 2,17.33,0.77,72.2,0.18251979137325364,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 1 (Top),10.46,1.0,84.0,0.695359612717241,✅ SHORTLIST
Data Analyst,Male,Other,Bachelor,Tier 3,12.79,0.789,98.0,0.3269510610947789,❌ REJECT
Data Analyst,Female,African,Bachelor,Unknown,8.53,1.0,98.0,0.30935828452595393,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,4.92,0.525,83.1,0.09811508713365795,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,7.14,0.747,98.0,0.22818865572108493,❌ REJECT
Data Analyst,Female,Indian,PhD,Tier 1 (Top),15.96,1.0,72.5,0.7782416778703025,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,9.67,0.733,80.9,0.583824900884313,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,11.06,1.0,98.0,0.5850452227774012,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,13.26,0.976,90.3,0.45311122767989487,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,16.97,1.0,67.9,0.28485098831507694,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,8.34,1.0,97.1,0.709428854964942,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 2,4.99,0.61,98.0,0.16702029636314764,❌ REJECT
Data Analyst,Male,American,Master,Unknown,9.02,0.939,67.8,0.6322566000054998,✅ SHORTLIST
Data Analyst,Male,Other,Bachelor,Tier 3,20.32,1.0,81.2,0.5057787643625644,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,5.57,1.0,90.4,0.19076342605485536,❌ REJECT
Data Analyst,Non-binary/Other,Indian,High School,Tier 3,7.81,0.561,71.2,0.06389026379019042,❌ REJECT
Data Analyst,Female,Indian,Master,Unknown,8.54,0.837,89.9,0.25880369833901706,❌ REJECT
Data Analyst,Female,Indian,PhD,Tier 2,12.93,0.922,84.7,0.7417969971889639,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,13.77,1.0,98.0,0.7488309417458595,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,9.78,0.48,77.9,0.09194254867370912,❌ REJECT
Data Analyst,Non-binary/Other,Other,Bachelor,Tier 3,6.84,0.857,96.7,0.2822736263457408,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,13.92,0.93,93.3,0.7925551961504864,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 3,8.33,0.743,85.3,0.20360412582983184,❌ REJECT
Data Analyst,Female,European,Master,Tier 2,18.54,0.675,77.6,0.7076787091708009,✅ SHORTLIST
Data Analyst,Non-binary/Other,American,Bachelor,Tier 3,4.5,0.487,70.2,0.025993496262857373,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 2,11.2,0.768,83.1,0.5851563575236316,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 2,10.32,0.74,81.1,0.2456088273616287,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,20.53,0.753,82.6,0.4777411700466432,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,4.41,0.751,87.1,0.25063256700184844,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),10.23,0.708,79.6,0.141273841675219,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,17.16,1.0,81.4,0.7761566348948841,✅ SHORTLIST
Data Analyst,Male,European,Bachelor,Tier 1 (Top),8.14,0.381,67.3,0.4604666839593166,❌ REJECT
Data Analyst,Male,American,High School,Tier 1 (Top),10.57,0.502,56.5,0.10501410529595781,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,10.77,0.988,84.6,0.44441629528947396,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,13.9,1.0,88.0,0.5772734491555986,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Unknown,5.03,0.846,75.2,0.22833171087168935,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 1 (Top),8.84,0.728,98.0,0.4288918083006271,❌ REJECT
Data Analyst,Female,American,PhD,Tier 2,6.06,0.961,98.0,0.3698201522123366,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,7.72,0.758,78.3,0.20606047339959205,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,13.11,0.37,85.2,0.129000358150373,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,9.12,0.764,98.0,0.17026223910903135,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,6.95,0.824,77.8,0.1393305812766579,❌ REJECT
Data Analyst,Female,European,PhD,Tier 1 (Top),8.2,1.0,98.0,0.3963805344106369,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,3.96,0.549,79.8,0.05159987740259225,❌ REJECT
Data Analyst,Male,African,Master,Unknown,10.45,0.503,71.2,0.1726501083882367,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,4.69,0.56,71.9,0.042338436965513634,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,4.64,0.806,55.8,0.620268484817358,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 3,12.16,0.387,81.7,0.14618045344917222,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 2,9.6,0.462,75.1,0.14267067032807243,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,7.38,0.766,68.7,0.11341836278630447,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,6.95,0.559,76.8,0.5066985799114224,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,10.06,0.723,87.5,0.23477429483932866,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 1 (Top),14.94,0.929,81.7,0.7362445111194228,✅ SHORTLIST
Data Analyst,Male,American,Master,Tier 2,7.65,0.836,96.8,0.7003443949944967,✅ SHORTLIST
Data Analyst,Female,Asian (other),Bachelor,Tier 3,10.21,0.703,69.1,0.09580124414137339,❌ REJECT
Data Analyst,Male,Asian (other),High School,Tier 3,28.63,0.675,46.7,0.22429733343738825,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,10.69,0.838,70.3,0.14690696883924986,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,4.68,0.306,55.0,0.05331299996107396,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 3,7.03,1.0,71.7,0.1997751762550049,❌ REJECT
Data Analyst,Female,European,Master,Tier 3,5.53,0.593,68.8,0.0956901242789137,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,22.63,0.751,79.4,0.7593656441249026,✅ SHORTLIST
Data Analyst,Female,African,Bachelor,Tier 1 (Top),3.96,0.903,98.0,0.34252085657312165,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 3,14.78,0.683,73.5,0.19927035454288777,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),8.06,0.52,86.9,0.09876797991136861,❌ REJECT
Data Analyst,Male,American,Bachelor,Unknown,10.84,0.839,76.7,0.17091867924028084,❌ REJECT
Data Analyst,Male,European,PhD,Tier 1 (Top),4.49,0.906,75.8,0.4597207605484629,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,7.98,1.0,70.6,0.22875043980271567,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),10.33,0.654,97.7,0.19389098285915984,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 3,6.09,0.793,66.8,0.08950373637977287,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,13.14,0.508,70.0,0.03004802725615029,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,8.2,0.937,66.7,0.09316643406165119,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 3,3.73,0.762,91.9,0.1039101660142506,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,3.92,0.68,69.4,0.036046987040012746,❌ REJECT
Data Analyst,Female,African,Master,Tier 2,4.9,1.0,78.8,0.3051608898042546,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),7.36,0.453,74.5,0.08448977594213432,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,8.84,0.944,93.5,0.8146691835550018,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 1 (Top),9.33,0.807,83.3,0.2250448160274715,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,10.54,1.0,87.9,0.6218369003054068,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 2,11.39,1.0,93.4,0.513571553664666,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,4.96,0.778,72.0,0.07420645714544212,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,5.49,0.739,98.0,0.32590304580278434,❌ REJECT
Data Analyst,Male,African,Master,Unknown,15.8,0.679,69.4,0.1236981804033795,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.24,0.758,57.3,0.18078986738065905,❌ REJECT
Data Analyst,Male,European,PhD,Tier 2,8.58,0.891,63.6,0.22614754406871995,❌ REJECT
Data Analyst,Female,American,High School,Tier 3,10.8,0.622,97.2,0.15717312520101084,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),10.4,0.948,98.0,0.5232797723122865,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,4.54,0.51,54.4,0.043698294293341516,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,12.68,1.0,65.7,0.21591164408643962,❌ REJECT
Data Analyst,Male,European,Master,Tier 3,14.29,0.929,75.9,0.36866624276812715,❌ REJECT
