candidate_id,job_role_applied,gender,nationality,education_level,university_tier,relevant_experience_years,skill_match_score,interview_score,Hiring Probability,Decision
2235,Data Analyst,Female,Other,Master,Tier 3,5.64,0.546,78.3,0.12031333681691347,REJECT
2249,Data Analyst,Male,Indian,Master,Tier 3,12.76,1.0,77.9,0.8227057928732278,SHORTLIST
2254,Data Analyst,Male,Indian,Master,Tier 1 (Top),10.38,1.0,62.7,0.22382746205394055,REJECT
2277,Data Analyst,Female,European,Bachelor,Tier 1 (Top),10.74,0.681,88.0,0.18799171329901104,REJECT
2298,Data Analyst,Male,American,Bachelor,Tier 3,7.86,0.755,98.0,0.23511777565693154,REJECT
2306,Data Analyst,Male,Indian,PhD,Tier 3,10.58,0.759,87.6,0.24626937924274167,REJECT
2307,Data Analyst,Female,American,Bachelor,Tier 1 (Top),5.4,0.859,98.0,0.39757984271908575,REJECT
2315,Data Analyst,Female,European,Master,Tier 2,12.98,0.747,81.9,0.28228621499275247,REJECT
2318,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),13.13,0.781,71.8,0.13829970938505906,REJECT
2319,Data Analyst,Male,Indian,Bachelor,Tier 2,10.28,0.627,85.1,0.5725126952001918,SHORTLIST
2326,Data Analyst,Female,European,Bachelor,Tier 2,10.48,1.0,92.9,0.7595940396671012,SHORTLIST
2328,Data Analyst,Male,American,Bachelor,Tier 2,8.6,0.445,76.7,0.44989967400846603,REJECT
2332,Data Analyst,Male,Indian,Master,Tier 2,7.31,0.823,75.3,0.3056757570780324,REJECT
2348,Data Analyst,Female,Indian,Bachelor,Tier 2,14.87,0.711,51.0,0.07757237244420977,REJECT
2362,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),5.5,0.494,78.7,0.47182452184853424,REJECT
2376,Data Analyst,Male,Indian,Master,Tier 2,14.82,0.838,73.8,0.27325617492894994,REJECT
2383,Data Analyst,Female,Asian (other),High School,Tier 2,9.05,0.723,48.1,0.14660592538072786,REJECT
2384,Data Analyst,Male,American,Master,Tier 1 (Top),10.6,0.586,85.7,0.17353556831434427,REJECT
2385,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),14.56,0.528,77.9,0.18973304377322728,REJECT
2395,Data Analyst,Male,European,High School,Tier 3,9.73,0.779,94.8,0.27613718867671205,REJECT
2397,Data Analyst,Male,Indian,Bachelor,Tier 2,12.99,0.957,78.9,0.46605601735211977,REJECT
2412,Data Analyst,Male,Indian,Bachelor,Tier 2,11.01,0.909,85.1,0.284122548793417,REJECT
2414,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),17.32,1.0,67.9,0.4026051500962163,REJECT
2421,Data Analyst,Male,Indian,Bachelor,Tier 3,6.93,0.484,86.8,0.08971432536734893,REJECT
2433,Data Analyst,Male,Indian,Master,Tier 2,7.39,1.0,77.3,0.6493662671886845,SHORTLIST
2439,Data Analyst,Female,Indian,Master,Tier 3,11.13,0.691,87.6,0.2756379709392212,REJECT
2440,Data Analyst,Male,African,High School,Tier 1 (Top),9.83,0.655,82.8,0.15518178582765796,REJECT
2452,Data Analyst,Male,Indian,Bachelor,Tier 3,19.57,0.55,88.4,0.16686799971589547,REJECT
2453,Data Analyst,Male,Indian,Master,Tier 2,5.83,0.714,98.0,0.3840260646895585,REJECT
2463,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),11.51,0.733,72.6,0.13234450514107793,REJECT
2470,Data Analyst,Male,Indian,Bachelor,Unknown,15.94,1.0,98.0,0.7997362471098713,SHORTLIST
2477,Data Analyst,Female,Indian,Bachelor,Tier 3,8.78,0.687,72.1,0.10835016682790641,REJECT
2482,Data Analyst,Male,European,Master,Tier 2,7.82,0.965,81.8,0.40386086586743547,REJECT
2484,Data Analyst,Male,Indian,Bachelor,Tier 3,5.02,0.343,63.5,0.02268298899913171,REJECT
2486,Data Analyst,Female,Indian,Bachelor,Tier 2,5.25,0.676,84.6,0.4996773439225903,REJECT
2488,Data Analyst,Male,African,Master,Tier 3,10.4,0.989,77.7,0.3001040023824599,REJECT
2494,Data Analyst,Female,Indian,Bachelor,Tier 3,9.28,0.69,75.5,0.07551813582708503,REJECT
2501,Data Analyst,Male,American,Master,Tier 2,17.0,0.812,85.3,0.7689776501281544,SHORTLIST
2534,Data Analyst,Male,Indian,Bachelor,Tier 2,14.19,1.0,86.8,0.38866528366019215,REJECT
2540,Data Analyst,Female,American,Bachelor,Tier 3,6.73,0.526,68.0,0.011269806461178714,REJECT
2545,Data Analyst,Male,European,Master,Tier 3,21.03,1.0,68.9,0.33169404374749045,REJECT
2559,Data Analyst,Male,Indian,Bachelor,Tier 3,19.45,0.903,98.0,0.5267264013257776,SHORTLIST
2575,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),12.28,1.0,81.1,0.6874190306047449,SHORTLIST
2577,Data Analyst,Female,Other,Master,Unknown,13.69,0.919,77.9,0.48814229543521037,REJECT
2580,Data Analyst,Male,Asian (other),Bachelor,Tier 3,21.44,0.968,89.4,0.7815676826872116,SHORTLIST
2589,Data Analyst,Male,Indian,Bachelor,Tier 2,16.42,1.0,98.0,0.6225587782118165,SHORTLIST
2596,Data Analyst,Male,Asian (other),PhD,Tier 2,5.43,0.544,98.0,0.2106552875645063,REJECT
2603,Data Analyst,Female,American,Bachelor,Tier 1 (Top),11.74,0.675,68.9,0.06988621618531544,REJECT
2615,Data Analyst,Male,Indian,Bachelor,Tier 2,8.49,0.668,78.9,0.11587797218772972,REJECT
2621,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),8.87,0.806,97.0,0.4560213016849173,REJECT
2630,Data Analyst,Female,European,Bachelor,Tier 3,11.88,0.912,85.2,0.27944690558690705,REJECT
2634,Data Analyst,Female,Indian,Bachelor,Tier 2,15.95,0.971,98.0,0.655606301439338,SHORTLIST
2638,Data Analyst,Male,Indian,Bachelor,Tier 3,5.8,1.0,78.1,0.6010550572561227,SHORTLIST
2643,Data Analyst,Male,Asian (other),Master,Tier 2,19.7,0.476,85.3,0.2419641766508802,REJECT
2649,Data Analyst,Male,American,Master,Tier 3,10.09,0.97,84.5,0.4248169258430828,REJECT
2665,Data Analyst,Female,Indian,High School,Tier 3,7.72,1.0,95.2,0.2938308898742068,REJECT
2670,Data Analyst,Male,African,Bachelor,Tier 3,13.36,0.869,95.0,0.55642953598184,SHORTLIST
2676,Data Analyst,Female,African,Master,Tier 1 (Top),6.29,0.808,81.5,0.2562833597412642,REJECT
2678,Data Analyst,Male,African,Bachelor,Tier 1 (Top),5.34,0.892,84.3,0.2575130422975185,REJECT
2679,Data Analyst,Male,Asian (other),Master,Tier 3,5.83,0.689,95.2,0.5655249312901366,SHORTLIST
2695,Data Analyst,Male,Indian,Master,Tier 3,13.54,0.918,79.6,0.7257771861085339,SHORTLIST
2696,Data Analyst,Female,Asian (other),High School,Tier 3,13.92,1.0,72.1,0.1760732614966662,REJECT
2705,Data Analyst,Male,Indian,High School,Tier 2,8.63,0.961,74.4,0.17815334088951185,REJECT
2712,Data Analyst,Female,Other,Bachelor,Tier 2,20.83,1.0,71.3,0.689860976719792,SHORTLIST
2715,Data Analyst,Male,Other,Bachelor,Tier 2,6.03,1.0,84.2,0.711925713446998,SHORTLIST
2718,Data Analyst,Female,African,High School,Tier 3,5.83,1.0,94.3,0.3419942808844818,REJECT
2721,Data Analyst,Male,Indian,Master,Tier 2,8.37,1.0,72.7,0.3268996132689487,REJECT
2723,Data Analyst,Male,Indian,Bachelor,Tier 3,7.76,0.893,72.3,0.16474623850444237,REJECT
2731,Data Analyst,Male,Other,PhD,Tier 2,11.47,0.909,91.8,0.7947296714939962,SHORTLIST
2740,Data Analyst,Male,American,Bachelor,Tier 3,9.94,0.661,53.1,0.04386016661359291,REJECT
2746,Data Analyst,Female,Indian,Bachelor,Tier 2,18.81,1.0,95.5,0.862370694209687,SHORTLIST
2750,Data Analyst,Male,Indian,Master,Tier 3,10.12,0.803,66.7,0.22470892886492566,REJECT
2753,Data Analyst,Male,American,High School,Tier 3,6.11,1.0,85.8,0.26265210726363997,REJECT
2756,Data Analyst,Female,Other,Master,Tier 2,6.38,0.475,86.9,0.08857561299760701,REJECT
2760,Data Analyst,Male,African,Bachelor,Tier 3,9.92,0.708,94.0,0.2023332494374521,REJECT
2763,Data Analyst,Female,European,Master,Unknown,7.59,0.823,70.4,0.26777049356701643,REJECT
2804,Data Analyst,Female,Indian,PhD,Tier 2,8.26,0.987,78.9,0.3247678846749558,REJECT
2812,Data Analyst,Female,European,Bachelor,Tier 2,14.91,1.0,93.9,0.7076224248004432,SHORTLIST
2828,Data Analyst,Female,American,Master,Tier 2,13.03,1.0,90.6,0.7575228826969095,SHORTLIST
2856,Data Analyst,Male,African,Bachelor,Tier 2,11.9,0.873,72.9,0.22007034991297492,REJECT
2878,Data Analyst,Male,Indian,Bachelor,Tier 2,5.66,0.524,74.7,0.02643145436740126,REJECT
2879,Data Analyst,Male,Other,Master,Tier 2,9.24,0.638,90.1,0.6647153482677304,SHORTLIST
2880,Data Analyst,Male,American,Bachelor,Tier 3,10.64,0.764,73.3,0.2417219831848339,REJECT
2909,Data Analyst,Female,Indian,PhD,Tier 2,6.21,0.932,79.3,0.22850169374393084,REJECT
2914,Data Analyst,Male,European,Master,Tier 2,11.8,0.838,71.5,0.2520444137599371,REJECT
2916,Data Analyst,Female,Other,PhD,Unknown,24.08,1.0,98.0,0.6627016316884057,SHORTLIST
2923,Data Analyst,Female,American,Bachelor,Tier 2,7.43,0.882,85.3,0.5384333753844431,SHORTLIST
2932,Data Analyst,Male,Asian (other),PhD,Tier 2,5.4,0.814,92.5,0.326932405915909,REJECT
2950,Data Analyst,Female,Indian,Bachelor,Tier 3,14.14,0.841,83.0,0.6488720398039137,SHORTLIST
2951,Data Analyst,Male,Indian,Bachelor,Tier 2,8.52,0.895,86.1,0.6152098798764235,SHORTLIST
2963,Data Analyst,Male,American,Bachelor,Tier 1 (Top),11.2,0.44,79.6,0.18337958297592383,REJECT
3009,Data Analyst,Male,Asian (other),Bachelor,Tier 3,13.96,0.883,77.2,0.2963815053312447,REJECT
3016,Data Analyst,Male,Other,Master,Tier 3,18.39,0.551,83.9,0.6072705128537674,SHORTLIST
3019,Data Analyst,Male,Indian,Bachelor,Tier 3,5.62,1.0,60.3,0.14265200996921631,REJECT
3022,Data Analyst,Male,African,Bachelor,Tier 3,17.19,0.963,98.0,0.7616767371726181,SHORTLIST
3032,Data Analyst,Male,Asian (other),Bachelor,Tier 2,6.32,0.707,64.4,0.07581594338555203,REJECT
3044,Data Analyst,Male,Other,PhD,Tier 3,7.61,0.834,98.0,0.35334928141737293,REJECT
3069,Data Analyst,Male,Indian,Bachelor,Tier 2,9.13,0.632,81.8,0.18729815483313672,REJECT
3070,Data Analyst,Non-binary/Other,Indian,Master,Tier 3,9.35,0.938,80.7,0.361392124824553,REJECT
3071,Data Analyst,Male,Indian,High School,Unknown,10.09,0.525,59.8,0.5350354876598364,SHORTLIST
3082,Data Analyst,Female,American,Master,Tier 3,9.98,0.524,61.8,0.08110768126110474,REJECT
3092,Data Analyst,Male,European,Bachelor,Tier 3,9.4,1.0,86.4,0.5175091245791323,SHORTLIST
3099,Data Analyst,Female,American,Master,Tier 1 (Top),12.84,0.913,71.5,0.656516979822537,SHORTLIST
3100,Data Analyst,Male,Indian,Master,Tier 2,8.63,1.0,67.0,0.2434824209124499,REJECT
3109,Data Analyst,Male,Asian (other),Master,Tier 2,9.1,0.922,91.9,0.7596418305473432,SHORTLIST
3125,Data Analyst,Male,Indian,Master,Tier 1 (Top),9.6,0.854,79.6,0.2600010973143532,REJECT
3147,Data Analyst,Male,American,Bachelor,Tier 3,10.61,0.942,82.5,0.3080075320236301,REJECT
3150,Data Analyst,Female,Indian,Master,Tier 3,7.01,0.534,91.5,0.048635501526256855,REJECT
3165,Data Analyst,Male,American,Bachelor,Tier 3,5.01,0.508,88.4,0.07583691702565099,REJECT
3169,Data Analyst,Male,American,Bachelor,Tier 3,22.82,1.0,98.0,0.7710815891159528,SHORTLIST
3171,Data Analyst,Male,European,Bachelor,Tier 2,11.82,0.833,63.6,0.0745378228929367,REJECT
3174,Data Analyst,Female,Indian,PhD,Unknown,7.75,0.853,81.5,0.22404615459352495,REJECT
3183,Data Analyst,Female,Indian,Bachelor,Tier 2,14.87,0.971,72.9,0.2631323443997287,REJECT
3208,Data Analyst,Male,Indian,Bachelor,Tier 3,9.5,0.616,98.0,0.26168649798785165,REJECT
3210,Data Analyst,Female,American,Bachelor,Tier 2,23.16,0.63,98.0,0.6769788847714175,SHORTLIST
3215,Data Analyst,Male,Other,Master,Tier 2,17.33,0.77,72.2,0.18251979137325364,REJECT
3223,Data Analyst,Male,Other,Bachelor,Tier 1 (Top),10.46,1.0,84.0,0.695359612717241,SHORTLIST
3244,Data Analyst,Male,Other,Bachelor,Tier 3,12.79,0.789,98.0,0.3269510610947789,REJECT
3245,Data Analyst,Female,African,Bachelor,Unknown,8.53,1.0,98.0,0.30935828452595393,REJECT
3272,Data Analyst,Male,Other,Master,Tier 3,7.14,0.747,98.0,0.22818865572108485,REJECT
3276,Data Analyst,Female,Indian,PhD,Tier 1 (Top),15.96,1.0,72.5,0.7782416778703025,SHORTLIST
3278,Data Analyst,Male,Indian,Master,Tier 2,9.67,0.733,80.9,0.583824900884313,SHORTLIST
3293,Data Analyst,Female,Indian,Bachelor,Tier 2,11.06,1.0,98.0,0.5850452227774011,SHORTLIST
3296,Data Analyst,Male,Indian,Bachelor,Tier 3,13.26,0.976,90.3,0.45311122767989487,REJECT
3305,Data Analyst,Female,European,Bachelor,Tier 3,16.97,1.0,67.9,0.28485098831507694,REJECT
3309,Data Analyst,Male,Indian,Master,Tier 3,8.34,1.0,97.1,0.709428854964942,SHORTLIST
3319,Data Analyst,Male,American,Master,Unknown,9.02,0.939,67.8,0.6322566000054998,SHORTLIST
3328,Data Analyst,Male,Other,Bachelor,Tier 3,20.32,1.0,81.2,0.5057787643625644,SHORTLIST
3329,Data Analyst,Female,Indian,Bachelor,Tier 3,5.57,1.0,90.4,0.19076342605485536,REJECT
3334,Data Analyst,Non-binary/Other,Indian,High School,Tier 3,7.81,0.561,71.2,0.06389026379019042,REJECT
3345,Data Analyst,Female,Indian,Master,Unknown,8.54,0.837,89.9,0.258803698339017,REJECT
3360,Data Analyst,Female,Indian,PhD,Tier 2,12.93,0.922,84.7,0.7417969971889637,SHORTLIST
3363,Data Analyst,Female,Indian,Bachelor,Tier 2,13.77,1.0,98.0,0.7488309417458595,SHORTLIST
3365,Data Analyst,Male,Indian,Bachelor,Tier 3,9.78,0.48,77.9,0.09194254867370912,REJECT
3412,Data Analyst,Non-binary/Other,Other,Bachelor,Tier 3,6.84,0.857,96.7,0.28227362634574077,REJECT
3426,Data Analyst,Male,European,Bachelor,Tier 3,13.92,0.93,93.3,0.7925551961504863,SHORTLIST
3431,Data Analyst,Male,Asian (other),Bachelor,Tier 3,8.33,0.743,85.3,0.20360412582983184,REJECT
3437,Data Analyst,Female,European,Master,Tier 2,18.54,0.675,77.6,0.7076787091708008,SHORTLIST
3446,Data Analyst,Male,African,Bachelor,Tier 2,11.2,0.768,83.1,0.5851563575236317,SHORTLIST
3452,Data Analyst,Female,American,Bachelor,Tier 2,10.32,0.74,81.1,0.2456088273616287,REJECT
3456,Data Analyst,Male,European,Bachelor,Tier 3,20.53,0.753,82.6,0.4777411700466432,REJECT
3461,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),10.23,0.708,79.6,0.14127384167521903,REJECT
3462,Data Analyst,Male,Asian (other),Bachelor,Tier 2,17.16,1.0,81.4,0.7761566348948841,SHORTLIST
3467,Data Analyst,Male,European,Bachelor,Tier 1 (Top),8.14,0.381,67.3,0.4604666839593166,REJECT
3479,Data Analyst,Male,American,High School,Tier 1 (Top),10.57,0.502,56.5,0.10501410529595781,REJECT
3481,Data Analyst,Male,Indian,Bachelor,Tier 3,10.77,0.988,84.6,0.44441629528947396,REJECT
3491,Data Analyst,Female,American,Bachelor,Tier 2,13.9,1.0,88.0,0.5772734491555986,SHORTLIST
3503,Data Analyst,Male,Indian,Master,Unknown,5.03,0.846,75.2,0.22833171087168935,REJECT
3504,Data Analyst,Male,Asian (other),Master,Tier 1 (Top),8.84,0.728,98.0,0.4288918083006271,REJECT
3507,Data Analyst,Female,American,PhD,Tier 2,6.06,0.961,98.0,0.3698201522123366,REJECT
3518,Data Analyst,Male,American,Master,Tier 2,7.72,0.758,78.3,0.20606047339959205,REJECT
3519,Data Analyst,Female,Indian,Master,Tier 3,13.11,0.37,85.2,0.129000358150373,REJECT
3536,Data Analyst,Female,European,Bachelor,Tier 3,9.12,0.764,98.0,0.17026223910903135,REJECT
3544,Data Analyst,Female,Other,Bachelor,Tier 2,6.95,0.824,77.8,0.1393305812766579,REJECT
3547,Data Analyst,Female,European,PhD,Tier 1 (Top),8.2,1.0,98.0,0.3963805344106368,REJECT
3550,Data Analyst,Male,African,Master,Unknown,10.45,0.503,71.2,0.1726501083882367,REJECT
3568,Data Analyst,Female,American,Master,Tier 3,12.16,0.387,81.7,0.14618045344917222,REJECT
3575,Data Analyst,Male,Indian,High School,Tier 2,9.6,0.462,75.1,0.14267067032807243,REJECT
3576,Data Analyst,Male,American,Bachelor,Tier 2,7.38,0.766,68.7,0.11341836278630447,REJECT
3589,Data Analyst,Female,European,Bachelor,Tier 3,6.95,0.559,76.8,0.5066985799114224,SHORTLIST
3595,Data Analyst,Male,Indian,Bachelor,Tier 3,10.06,0.723,87.5,0.23477429483932866,REJECT
3598,Data Analyst,Male,Indian,Master,Tier 1 (Top),14.94,0.929,81.7,0.7362445111194228,SHORTLIST
3606,Data Analyst,Male,American,Master,Tier 2,7.65,0.836,96.8,0.7003443949944969,SHORTLIST
3613,Data Analyst,Female,Asian (other),Bachelor,Tier 3,10.21,0.703,69.1,0.09580124414137338,REJECT
3635,Data Analyst,Male,Asian (other),High School,Tier 3,28.63,0.675,46.7,0.22429733343738825,REJECT
3640,Data Analyst,Male,Indian,Bachelor,Tier 2,10.69,0.838,70.3,0.14690696883924986,REJECT
3684,Data Analyst,Female,American,Bachelor,Tier 3,7.03,1.0,71.7,0.1997751762550049,REJECT
3688,Data Analyst,Female,European,Master,Tier 3,5.53,0.593,68.8,0.09569012427891367,REJECT
3690,Data Analyst,Male,Indian,Bachelor,Tier 3,22.63,0.751,79.4,0.7593656441249026,SHORTLIST
3700,Data Analyst,Female,American,Bachelor,Tier 3,14.78,0.683,73.5,0.19927035454288777,REJECT
3716,Data Analyst,Female,American,Bachelor,Tier 1 (Top),8.06,0.52,86.9,0.09876797991136861,REJECT
3735,Data Analyst,Male,American,Bachelor,Unknown,10.84,0.839,76.7,0.17091867924028087,REJECT
3753,Data Analyst,Male,American,Bachelor,Tier 2,7.98,1.0,70.6,0.22875043980271567,REJECT
3754,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),10.33,0.654,97.7,0.19389098285915984,REJECT
3766,Data Analyst,Male,Asian (other),Bachelor,Tier 3,6.09,0.793,66.8,0.08950373637977287,REJECT
3768,Data Analyst,Male,American,Bachelor,Tier 2,13.14,0.508,70.0,0.03004802725615029,REJECT
3784,Data Analyst,Male,Indian,Bachelor,Tier 3,8.2,0.937,66.7,0.09316643406165119,REJECT
3811,Data Analyst,Female,American,Bachelor,Tier 1 (Top),7.36,0.453,74.5,0.08448977594213432,REJECT
3812,Data Analyst,Male,European,Bachelor,Tier 2,8.84,0.944,93.5,0.814669183555002,SHORTLIST
3814,Data Analyst,Male,American,Bachelor,Tier 1 (Top),9.33,0.807,83.3,0.2250448160274715,REJECT
3818,Data Analyst,Male,Asian (other),Bachelor,Tier 2,10.54,1.0,87.9,0.6218369003054068,SHORTLIST
3836,Data Analyst,Male,American,Bachelor,Tier 2,11.39,1.0,93.4,0.513571553664666,SHORTLIST
3852,Data Analyst,Male,American,Master,Tier 2,5.49,0.739,98.0,0.32590304580278434,REJECT
3853,Data Analyst,Male,African,Master,Unknown,15.8,0.679,69.4,0.1236981804033795,REJECT
3875,Data Analyst,Male,European,PhD,Tier 2,8.58,0.891,63.6,0.22614754406871995,REJECT
3876,Data Analyst,Female,American,High School,Tier 3,10.8,0.622,97.2,0.15717312520101084,REJECT
3885,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),10.4,0.948,98.0,0.5232797723122865,SHORTLIST
3909,Data Analyst,Female,Indian,Bachelor,Tier 2,12.68,1.0,65.7,0.21591164408643962,REJECT
3918,Data Analyst,Male,European,Master,Tier 3,14.29,0.929,75.9,0.3686662427681273,REJECT
3923,Data Analyst,Male,Other,Master,Tier 3,5.99,0.795,61.8,0.09219978883042337,REJECT
3928,Data Analyst,Male,American,Bachelor,Unknown,9.36,0.525,45.2,0.23990987811802314,REJECT
3932,Data Analyst,Female,Indian,High School,Unknown,7.16,0.792,90.7,0.2096083039620317,REJECT
3950,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),21.55,0.87,93.2,0.8216997134816124,SHORTLIST
3954,Data Analyst,Female,European,Bachelor,Tier 3,9.87,1.0,89.1,0.3449257308340668,REJECT
3963,Data Analyst,Female,African,Bachelor,Tier 2,14.21,0.824,98.0,0.7011059512715881,SHORTLIST
3969,Data Analyst,Male,American,Bachelor,Tier 1 (Top),17.54,1.0,98.0,0.8508758433174802,SHORTLIST
3970,Data Analyst,Female,Indian,Bachelor,Tier 2,13.53,0.595,49.9,0.10091872168808667,REJECT
3971,Data Analyst,Male,Asian (other),Master,Unknown,7.37,0.666,92.0,0.156727623768488,REJECT
3972,Data Analyst,Male,Indian,Bachelor,Tier 2,12.77,0.544,81.8,0.1352519428719663,REJECT
3975,Data Analyst,Male,Indian,Bachelor,Unknown,9.84,0.722,92.9,0.32233183982210806,REJECT
4005,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),5.49,0.941,81.8,0.3977309785725497,REJECT
4007,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),9.03,1.0,94.7,0.3013508412116357,REJECT
4011,Data Analyst,Female,Other,Bachelor,Tier 1 (Top),12.32,1.0,92.1,0.5504545963648476,SHORTLIST
4013,Data Analyst,Male,Indian,Bachelor,Tier 2,8.4,0.99,66.5,0.5860341540144525,SHORTLIST
4026,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),13.02,0.432,73.3,0.0816751018587527,REJECT
4028,Data Analyst,Male,American,Bachelor,Tier 2,9.54,0.374,82.4,0.05937025597706867,REJECT
4037,Data Analyst,Non-binary/Other,Other,Bachelor,Tier 3,10.55,0.943,83.5,0.31882736448647075,REJECT
4048,Data Analyst,Female,Indian,Master,Tier 2,12.4,1.0,90.0,0.799754191068639,SHORTLIST
4052,Data Analyst,Male,Asian (other),Bachelor,Tier 2,20.2,0.814,71.6,0.25516464314322557,REJECT
4056,Data Analyst,Male,Other,Bachelor,Tier 1 (Top),6.72,0.809,98.0,0.38024575963829754,REJECT
4071,Data Analyst,Male,European,High School,Tier 2,12.67,1.0,79.5,0.4788402005217413,REJECT
4089,Data Analyst,Male,Other,Master,Tier 1 (Top),5.53,0.802,86.3,0.2142763534681842,REJECT
4090,Data Analyst,Male,Indian,Master,Unknown,8.34,1.0,85.3,0.47946439436098814,REJECT
4093,Data Analyst,Female,American,Bachelor,Tier 2,6.72,0.457,68.6,0.01455731173444143,REJECT
4104,Data Analyst,Female,Indian,Master,Tier 2,11.06,0.885,96.3,0.7397174962557733,SHORTLIST
4106,Data Analyst,Non-binary/Other,Indian,High School,Tier 2,24.48,0.758,73.8,0.4496837842702987,REJECT
4128,Data Analyst,Male,American,Master,Tier 3,21.48,1.0,84.0,0.6632092296824897,SHORTLIST
4150,Data Analyst,Male,American,Master,Tier 1 (Top),11.08,0.692,91.8,0.7755383477397187,SHORTLIST
4168,Data Analyst,Female,Asian (other),Bachelor,Tier 3,13.72,0.847,82.1,0.29851708998156284,REJECT
4180,Data Analyst,Male,American,PhD,Tier 2,11.29,0.883,82.0,0.7012430891072335,SHORTLIST
4181,Data Analyst,Female,European,Master,Tier 3,11.94,0.48,86.3,0.13819757718171005,REJECT
4184,Data Analyst,Male,Other,Bachelor,Tier 1 (Top),8.5,0.819,57.4,0.21753685185919647,REJECT
4194,Data Analyst,Male,Indian,Master,Tier 2,10.51,0.645,69.4,0.1293303777084831,REJECT
4207,Data Analyst,Male,European,Bachelor,Tier 2,7.75,0.857,80.5,0.6486701998590451,SHORTLIST
4208,Data Analyst,Male,American,Bachelor,Tier 3,9.32,0.562,83.8,0.08438240698674089,REJECT
4217,Data Analyst,Male,Indian,Master,Tier 3,7.4,0.694,88.3,0.2301370372104735,REJECT
4248,Data Analyst,Female,European,Master,Tier 2,14.02,0.84,81.0,0.2729469352538006,REJECT
4249,Data Analyst,Female,Indian,Master,Tier 2,10.6,1.0,79.3,0.48535456712563146,REJECT
4266,Data Analyst,Female,African,PhD,Tier 3,8.81,0.729,98.0,0.41444489857152184,REJECT
4279,Data Analyst,Male,Indian,Master,Tier 2,11.28,1.0,96.5,0.8213765783679318,SHORTLIST
4286,Data Analyst,Male,European,High School,Tier 1 (Top),9.89,0.959,78.4,0.36081383704808595,REJECT
4290,Data Analyst,Male,African,Master,Tier 3,6.47,0.74,81.7,0.25070766146436035,REJECT
4321,Data Analyst,Non-binary/Other,Indian,Bachelor,Unknown,8.88,1.0,77.1,0.24415222057868913,REJECT
4327,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),9.16,1.0,78.8,0.469682984207611,REJECT
4335,Data Analyst,Male,Asian (other),Master,Tier 2,27.04,1.0,98.0,0.8769634818666865,SHORTLIST
4340,Data Analyst,Male,Asian (other),Master,Tier 2,10.91,0.751,68.7,0.18208812752752604,REJECT
4349,Data Analyst,Female,Indian,Master,Tier 3,6.34,0.605,46.1,0.502985687907523,SHORTLIST
4366,Data Analyst,Male,American,Master,Tier 2,17.03,1.0,98.0,0.8887398705743251,SHORTLIST
4373,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),7.52,1.0,76.4,0.35078743393526574,REJECT
4380,Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 3,5.18,0.438,83.9,0.06991627021306628,REJECT
4391,Data Analyst,Male,American,Bachelor,Unknown,7.79,0.477,98.0,0.15272936384709013,REJECT
4415,Data Analyst,Male,American,Master,Tier 2,9.59,0.523,93.7,0.3068622766531913,REJECT
4421,Data Analyst,Male,European,PhD,Tier 3,6.72,0.788,98.0,0.6980075389789753,SHORTLIST
4427,Data Analyst,Male,Other,Bachelor,Tier 3,6.41,0.861,98.0,0.6795603192443218,SHORTLIST
4469,Data Analyst,Male,Other,Master,Tier 2,11.45,1.0,96.2,0.8214446358337801,SHORTLIST
4475,Data Analyst,Male,Asian (other),Master,Unknown,8.66,1.0,87.5,0.39103455155449235,REJECT
4476,Data Analyst,Male,European,Bachelor,Tier 1 (Top),13.89,1.0,74.3,0.7375096737730492,SHORTLIST
4478,Data Analyst,Female,American,Master,Tier 2,10.32,1.0,81.5,0.692070470732068,SHORTLIST
4484,Data Analyst,Male,African,PhD,Tier 2,20.01,1.0,70.8,0.7343355773170795,SHORTLIST
4488,Data Analyst,Male,European,Bachelor,Tier 3,6.61,0.901,93.8,0.22668016009965974,REJECT
4512,Data Analyst,Male,American,Bachelor,Tier 3,10.82,0.598,98.0,0.19628758045318956,REJECT
4516,Data Analyst,Female,American,High School,Tier 3,18.74,0.89,80.7,0.37920615071404606,REJECT
4531,Data Analyst,Female,Indian,Bachelor,Tier 2,5.03,0.745,96.5,0.15358748964547303,REJECT
4542,Data Analyst,Male,Indian,Bachelor,Tier 3,12.92,0.687,92.6,0.22662549614025904,REJECT
4578,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),11.76,0.879,72.7,0.2684340660965541,REJECT
