candidate_id,age,age_group,gender,nationality,education_level,field_of_study,university_tier,years_of_experience,relevant_experience_years,current_salary,num_previous_jobs,skill_match_score,num_certifications,has_leadership_experience,interview_score,distance_from_office,job_role_applied,application_source,hired
2579,34,30-40,Male,European,Master,Engineering,Tier 3,9.25,9.31,164858.22,2,1.0,1,0,65.9,32.79,DevOps Engineer,Job Portal,0
2580,46,Over 40,Male,Asian (other),Bachelor,Business,Tier 3,22.77,21.44,127860.53,4,0.968,0,1,89.4,99.45,Data Analyst,LinkedIn,1
2581,34,30-40,Female,Indian,Master,Engineering,Tier 3,10.81,11.47,179457.54,2,0.906,2,0,64.5,47.22,DevOps Engineer,Job Portal,0
2582,35,30-40,Female,American,Master,Business,Tier 2,6.48,8.15,158611.03,4,0.882,2,0,84.2,69.48,Cyber Security Analyst,Referral,0
2583,31,30-40,Male,Other,Master,Other,Tier 1 (Top),6.97,5.88,120368.08,3,1.0,0,0,89.7,52.87,Network Administrator,LinkedIn,0
2584,41,Over 40,Female,Indian,Bachelor,Engineering,Tier 3,15.59,15.05,139921.39,4,0.541,2,0,90.6,31.32,Marketing Specialist,Job Portal,0
2585,40,30-40,Female,Indian,Master,Computer Science,Tier 3,13.44,15.15,137422.98,4,0.638,0,0,74.1,164.14,DevOps Engineer,Job Portal,1
2586,26,Under 30,Male,American,Master,Computer Science,Tier 2,19.39,17.7,168483.23,4,1.0,4,0,89.9,68.78,Marketing Specialist,LinkedIn,1
2587,21,Under 30,Male,Indian,Master,Computer Science,Tier 2,2.21,3.34,136483.75,3,0.7,1,1,84.4,96.94,Data Scientist,Job Portal,0
2588,30,30-40,Female,African,Master,Computer Science,Tier 3,12.6,10.72,143551.32,7,1.0,1,1,87.2,12.68,Network Administrator,LinkedIn,0
2589,25,Under 30,Male,Indian,Bachelor,Computer Science,Tier 2,15.93,16.42,151851.47,4,1.0,2,1,98.0,132.62,Data Analyst,Company Website,0
2590,31,30-40,Female,Indian,Master,Business,Tier 3,5.85,6.56,102191.27,4,0.829,4,0,95.5,63.83,Cloud Architect,Job Portal,0
2591,41,Over 40,Male,Asian (other),Bachelor,Computer Science,Tier 2,11.26,14.06,99259.53,3,0.877,5,1,91.1,47.84,Cyber Security Analyst,LinkedIn,1
2592,28,Under 30,Male,Indian,High School,Computer Science,Tier 2,1.75,2.67,80355.48,3,0.647,2,0,70.9,20.71,Software Engineer,Job Portal,0
2593,31,30-40,Female,European,Master,Other,Tier 2,6.88,3.63,78691.86,3,0.958,0,0,76.7,92.4,HR Specialist,Company Website,0
2594,32,30-40,Male,Asian (other),Bachelor,Other,Tier 1 (Top),6.97,4.51,96080.12,1,0.413,1,0,79.4,29.66,Data Analyst,Other,0
2595,38,30-40,Female,Asian (other),Bachelor,Business,Tier 3,14.24,15.86,123805.19,4,0.637,3,0,71.0,102.39,Data Scientist,Company Website,0
2596,21,Under 30,Male,Asian (other),PhD,Computer Science,Tier 2,6.32,5.43,161755.0,3,0.544,0,1,98.0,112.38,Data Analyst,LinkedIn,0
2597,27,Under 30,Male,Indian,High School,Arts/Humanities,Tier 1 (Top),4.35,6.05,159073.42,4,0.537,3,0,65.0,84.68,Data Scientist,LinkedIn,0
2598,33,30-40,Male,Indian,PhD,Engineering,Tier 2,7.46,6.82,141919.48,1,0.908,2,1,98.0,31.48,Data Scientist,Referral,1
2599,41,Over 40,Male,Indian,Bachelor,Computer Science,Tier 2,10.17,11.54,128620.63,5,0.97,3,0,72.5,51.41,Cloud Architect,LinkedIn,1
2600,28,Under 30,Male,Indian,Bachelor,Engineering,Tier 2,4.78,4.03,65104.52,3,0.951,0,0,81.0,76.61,Data Analyst,LinkedIn,0
2601,21,Under 30,Male,American,Bachelor,Computer Science,Tier 2,18.37,18.65,149328.16,4,0.982,3,1,81.9,57.48,Software Engineer,LinkedIn,1
2602,36,30-40,Male,American,Master,Other,Tier 1 (Top),6.78,6.09,129840.37,3,0.766,2,1,86.0,46.21,Data Scientist,Referral,1
2603,26,Under 30,Female,American,Bachelor,Arts/Humanities,Tier 1 (Top),12.96,11.74,169593.99,6,0.675,2,1,68.9,98.45,Data Analyst,Company Website,0
2604,22,Under 30,Male,Indian,PhD,Computer Science,Tier 1 (Top),4.43,7.15,175351.95,8,0.754,1,1,98.0,62.25,Cyber Security Analyst,LinkedIn,0
2605,27,Under 30,Female,American,Master,Engineering,Tier 3,6.68,5.93,121607.36,0,0.714,0,1,58.8,97.52,Network Administrator,Job Portal,0
2606,30,30-40,Male,Indian,Master,Engineering,Tier 2,8.14,8.39,133257.61,3,0.9,2,0,60.9,69.49,Network Administrator,Company Website,0
2607,27,Under 30,Male,Indian,Bachelor,Other,Tier 2,1.42,0.5,83107.0,1,0.727,2,1,81.0,64.1,HR Specialist,LinkedIn,1
2608,21,Under 30,Female,European,Bachelor,Engineering,Tier 2,3.37,3.09,72154.62,4,0.898,3,1,85.8,161.74,Software Engineer,Other,0
2609,39,30-40,Male,European,PhD,Computer Science,Tier 3,11.71,11.68,109648.35,5,1.0,2,0,74.5,52.13,Data Scientist,Company Website,1
2610,42,Over 40,Male,Asian (other),Bachelor,Computer Science,Tier 2,10.37,11.4,130725.03,1,0.714,3,0,98.0,2.36,Cloud Architect,Job Portal,0
2611,37,30-40,Male,African,Bachelor,Computer Science,Tier 3,9.11,11.48,121635.82,0,0.989,1,0,81.5,64.67,Cyber Security Analyst,Company Website,0
2612,22,Under 30,Female,European,Bachelor,Other,Tier 2,1.9,3.5,124676.3,7,0.596,3,0,89.7,80.56,Cloud Architect,LinkedIn,0
2613,30,30-40,Female,European,Master,Other,Tier 2,11.55,8.9,127122.41,0,0.79,0,1,94.8,92.24,HR Specialist,Company Website,1
2614,31,30-40,Male,Indian,Bachelor,Engineering,Tier 3,5.87,4.56,186128.19,5,0.607,1,0,62.5,31.97,Software Engineer,Job Portal,0
2615,36,30-40,Male,Indian,Bachelor,Computer Science,Tier 2,8.67,8.49,101205.97,4,0.668,2,0,78.9,30.16,Data Analyst,LinkedIn,0
2616,37,30-40,Female,Asian (other),Master,Engineering,Tier 3,16.38,16.3,220000.0,7,1.0,2,1,76.6,37.35,Data Scientist,Job Portal,0
2617,26,Under 30,Female,Indian,Master,Arts/Humanities,Tier 2,7.59,9.39,123642.18,2,0.742,2,0,60.6,22.97,Cyber Security Analyst,Company Website,0
2618,32,30-40,Male,Indian,High School,Computer Science,Tier 2,20.1,18.95,207640.27,4,0.727,3,0,76.4,43.84,Software Engineer,Job Portal,1
2619,35,30-40,Male,Indian,Bachelor,Engineering,Tier 1 (Top),10.47,12.28,105276.5,3,0.822,3,1,73.7,15.44,Cyber Security Analyst,Job Portal,0
2620,43,Over 40,Male,Indian,Bachelor,Computer Science,Tier 1 (Top),7.83,8.79,108066.16,4,0.647,3,1,98.0,59.35,Network Administrator,LinkedIn,0
2621,37,30-40,Male,Asian (other),Bachelor,Engineering,Tier 1 (Top),10.59,8.87,135574.17,3,0.806,3,0,97.0,171.42,Data Analyst,LinkedIn,1
2622,38,30-40,Female,Indian,Bachelor,Arts/Humanities,Tier 3,10.87,7.28,121588.7,5,0.675,1,1,69.2,82.87,Marketing Specialist,Job Portal,0
2623,32,30-40,Male,American,Bachelor,Engineering,Unknown,9.7,10.2,131953.14,6,1.0,3,1,90.3,15.97,Cloud Architect,Referral,1
2624,43,Over 40,Male,Indian,Bachelor,Engineering,Tier 1 (Top),8.12,8.29,121206.98,8,1.0,2,0,94.7,6.26,Cloud Architect,Company Website,0
2625,35,30-40,Female,European,Bachelor,Arts/Humanities,Tier 1 (Top),4.7,5.68,84538.42,4,0.534,1,0,83.2,83.91,Software Engineer,LinkedIn,0
2626,25,Under 30,Female,Asian (other),Bachelor,Arts/Humanities,Tier 2,8.91,8.35,90422.01,8,0.839,2,1,71.5,108.18,DevOps Engineer,Job Portal,0
2627,43,Over 40,Female,Indian,PhD,Computer Science,Tier 2,9.62,8.6,131631.92,5,1.0,1,0,92.5,183.41,Data Scientist,Company Website,1
2628,37,30-40,Male,Asian (other),Bachelor,Engineering,Tier 3,10.22,9.16,96235.5,3,0.496,2,1,73.8,81.3,Software Engineer,Job Portal,0
2629,28,Under 30,Female,Indian,Bachelor,Other,Tier 3,9.55,10.89,128125.97,1,0.587,1,1,77.9,25.22,Software Engineer,LinkedIn,1
2630,28,Under 30,Female,European,Bachelor,Engineering,Tier 3,13.98,11.88,93232.6,5,0.912,4,0,85.2,110.62,Data Analyst,Referral,0
2631,34,30-40,Male,Asian (other),Bachelor,Business,Tier 1 (Top),3.98,2.67,78309.19,6,0.31,2,1,81.9,48.23,Software Engineer,LinkedIn,0
2632,35,30-40,Non-binary/Other,Other,Master,Engineering,Tier 1 (Top),4.73,4.48,201090.46,5,0.704,1,0,74.0,140.0,Software Engineer,Job Portal,1
2633,33,30-40,Female,Indian,Master,Computer Science,Tier 3,14.48,16.63,177549.37,3,0.923,4,1,93.2,21.4,Cloud Architect,Job Portal,1
2634,34,30-40,Female,Indian,Bachelor,Computer Science,Tier 2,17.94,15.95,151880.68,1,0.971,1,1,98.0,56.8,Data Analyst,Job Portal,0
2635,45,Over 40,Male,Indian,Master,Engineering,Unknown,8.63,10.39,160637.71,3,0.746,1,1,91.6,141.81,Data Scientist,Company Website,0
2636,40,30-40,Male,Indian,Master,Engineering,Tier 2,10.51,11.83,165714.71,2,0.808,2,1,97.0,44.04,DevOps Engineer,Referral,0
2637,33,30-40,Male,Indian,Bachelor,Other,Tier 2,10.57,10.06,219585.28,2,0.88,4,1,98.0,62.83,Cloud Architect,Job Portal,0
2638,39,30-40,Male,Indian,Bachelor,Engineering,Tier 3,5.49,5.8,104736.05,3,1.0,1,1,78.1,60.31,Data Analyst,LinkedIn,1
2639,23,Under 30,Female,American,Master,Business,Tier 1 (Top),7.34,4.47,79169.4,4,0.824,1,1,88.6,43.3,Data Analyst,Referral,1
2640,35,30-40,Male,African,PhD,Business,Tier 2,8.59,7.73,137160.33,4,0.855,2,0,76.3,57.87,Marketing Specialist,LinkedIn,0
2641,46,Over 40,Female,Indian,Bachelor,Engineering,Tier 3,13.52,14.43,139881.67,2,1.0,3,1,81.7,37.1,Data Scientist,LinkedIn,1
2642,30,30-40,Male,Other,Bachelor,Arts/Humanities,Tier 2,3.41,2.4,96326.89,2,0.64,0,0,70.5,22.9,Data Scientist,LinkedIn,0
2643,25,Under 30,Male,Asian (other),Master,Arts/Humanities,Tier 2,21.17,19.7,165282.92,1,0.476,4,0,85.3,32.82,Data Analyst,Company Website,0
2644,26,Under 30,Female,African,Bachelor,Engineering,Tier 2,4.05,1.0,106428.89,5,0.661,2,1,76.9,34.53,Data Analyst,LinkedIn,0
2645,23,Under 30,Male,Other,Master,Computer Science,Tier 3,13.82,13.39,194337.93,5,0.563,0,0,65.7,39.24,Network Administrator,LinkedIn,0
2646,25,Under 30,Female,Asian (other),High School,Other,Tier 1 (Top),7.55,7.95,116729.08,6,1.0,3,1,90.3,152.16,Product Manager,Job Portal,0
2647,29,Under 30,Non-binary/Other,Asian (other),High School,Business,Tier 2,5.2,4.63,136105.18,3,0.849,1,0,64.9,51.47,Software Engineer,LinkedIn,0
2648,21,Under 30,Male,American,Bachelor,Business,Tier 2,15.15,14.18,178382.89,6,0.525,3,0,69.1,34.03,Marketing Specialist,LinkedIn,0
2649,32,30-40,Male,American,Master,Arts/Humanities,Tier 3,12.02,10.09,105821.94,2,0.97,1,1,84.5,54.58,Data Analyst,LinkedIn,0
2650,39,30-40,Male,Other,Bachelor,Business,Tier 3,5.54,3.99,69083.71,0,0.94,0,0,80.6,150.32,Network Administrator,Company Website,0
2651,24,Under 30,Female,Indian,Master,Engineering,Tier 3,8.82,10.17,116286.53,4,0.666,2,0,61.0,81.6,Cloud Architect,LinkedIn,0
2652,44,Over 40,Male,Indian,Bachelor,Other,Tier 3,18.88,15.92,129788.45,7,1.0,0,0,77.0,32.03,Software Engineer,LinkedIn,0
2653,36,30-40,Female,Asian (other),Bachelor,Business,Tier 3,7.9,8.4,126612.87,2,1.0,2,0,98.0,123.96,HR Specialist,Job Portal,1
2654,40,30-40,Male,European,Bachelor,Other,Tier 3,14.83,16.91,152229.68,4,0.731,1,0,75.1,140.57,Cloud Architect,Company Website,0
2655,26,Under 30,Female,Asian (other),Master,Engineering,Tier 1 (Top),8.95,10.06,99332.68,3,1.0,5,0,77.9,28.0,Cyber Security Analyst,Job Portal,0
2656,38,30-40,Female,Indian,Master,Other,Tier 2,12.23,11.96,125717.04,2,1.0,4,0,86.0,125.35,Cyber Security Analyst,LinkedIn,1
2657,23,Under 30,Male,European,High School,Business,Tier 3,1.1,3.5,44000.0,3,0.389,4,1,78.6,27.88,Cloud Architect,Company Website,0
2658,39,30-40,Male,Indian,Bachelor,Arts/Humanities,Tier 3,5.36,6.02,62907.28,5,0.569,1,0,69.1,53.82,Software Engineer,Company Website,0
2659,33,30-40,Male,African,Master,Computer Science,Tier 3,8.45,9.03,82120.61,3,1.0,3,0,98.0,70.21,Network Administrator,Job Portal,0
2660,36,30-40,Male,Indian,Bachelor,Business,Tier 2,3.95,3.96,89720.73,4,1.0,1,0,76.8,46.04,Data Analyst,Company Website,0
2661,22,Under 30,Male,African,Bachelor,Engineering,Tier 3,5.62,6.13,81166.16,1,0.813,1,1,94.5,60.87,Data Scientist,LinkedIn,0
2662,24,Under 30,Male,Indian,Bachelor,Business,Tier 3,4.12,2.11,66117.51,4,0.488,1,0,53.5,65.2,Software Engineer,Job Portal,0
2663,36,30-40,Female,Indian,PhD,Engineering,Tier 3,7.29,6.25,145623.39,3,1.0,3,1,70.4,67.96,Software Engineer,LinkedIn,1
2664,24,Under 30,Female,Indian,Master,Computer Science,Tier 3,5.61,6.58,98856.87,1,1.0,2,0,93.7,54.55,Product Manager,Job Portal,0
2665,35,30-40,Female,Indian,High School,Engineering,Tier 3,8.06,7.72,60877.47,3,1.0,2,1,95.2,24.69,Data Analyst,Job Portal,0
2666,21,Under 30,Male,European,Bachelor,Engineering,Tier 1 (Top),8.97,6.7,95689.71,4,0.83,1,0,79.1,168.45,Network Administrator,Company Website,1
2667,38,30-40,Female,Indian,Master,Arts/Humanities,Tier 2,4.9,4.28,176535.6,1,0.526,3,0,88.0,123.81,Data Analyst,LinkedIn,0
2668,22,Under 30,Male,American,Bachelor,Engineering,Unknown,4.49,1.9,59802.8,3,0.839,7,0,64.4,105.62,HR Specialist,Company Website,0
2669,36,30-40,Male,Indian,Bachelor,Engineering,Tier 2,11.07,10.86,146970.28,5,0.781,1,0,71.4,193.24,Data Scientist,Job Portal,0
2670,37,30-40,Male,African,Bachelor,Business,Tier 3,14.93,13.36,124264.66,5,0.869,1,0,95.0,38.21,Data Analyst,LinkedIn,1
2671,26,Under 30,Male,Indian,High School,Business,Tier 2,8.79,6.18,87476.3,6,0.983,1,0,83.3,16.37,Product Manager,Referral,0
2672,36,30-40,Male,Indian,Master,Other,Tier 3,10.71,11.78,220000.0,4,1.0,3,1,93.6,40.17,Cyber Security Analyst,Company Website,1
2673,34,30-40,Male,European,Bachelor,Engineering,Tier 2,5.04,7.23,111369.8,3,0.585,3,0,81.6,60.79,Cyber Security Analyst,Other,0
2674,27,Under 30,Female,Other,Bachelor,Business,Tier 3,3.97,3.91,74050.84,2,0.602,1,0,72.3,51.85,Network Administrator,Job Portal,0
2675,23,Under 30,Male,African,Bachelor,Computer Science,Tier 2,8.88,9.54,92819.55,3,0.99,0,0,84.4,106.21,DevOps Engineer,Referral,1
2676,21,Under 30,Female,African,Master,Arts/Humanities,Tier 1 (Top),7.11,6.29,88098.72,3,0.808,1,0,81.5,16.13,Data Analyst,Company Website,0
2677,34,30-40,Male,Indian,Master,Arts/Humanities,Tier 3,9.59,11.3,158749.07,5,1.0,2,0,80.9,75.93,Cyber Security Analyst,Company Website,0
2678,21,Under 30,Male,African,Bachelor,Business,Tier 1 (Top),7.78,5.34,126296.55,5,0.892,3,0,84.3,136.6,Data Analyst,Referral,0
2679,32,30-40,Male,Asian (other),Master,Computer Science,Tier 3,6.79,5.83,115097.61,5,0.689,1,1,95.2,150.63,Data Analyst,Other,1
2680,29,Under 30,Female,African,Bachelor,Other,Tier 2,5.89,4.8,92156.22,4,0.662,4,1,96.3,124.87,Software Engineer,LinkedIn,0
2681,37,30-40,Male,Indian,Master,Other,Tier 3,10.78,12.68,119760.5,3,0.697,0,0,68.1,28.43,Data Scientist,Company Website,0
2682,29,Under 30,Male,Other,Bachelor,Engineering,Tier 2,13.66,15.1,135392.49,2,0.724,5,0,78.3,54.21,Software Engineer,Company Website,1
2683,29,Under 30,Male,American,Bachelor,Engineering,Tier 2,7.92,9.7,106511.28,3,0.734,2,0,71.0,19.65,Cyber Security Analyst,LinkedIn,0
2684,37,30-40,Male,European,Bachelor,Other,Tier 3,18.51,17.26,167746.14,2,0.455,1,0,64.6,142.99,Software Engineer,Job Portal,0
2685,34,30-40,Female,American,Bachelor,Engineering,Tier 1 (Top),11.01,12.51,128504.84,5,0.639,0,1,92.7,31.61,Software Engineer,Other,1
2686,34,30-40,Male,American,Master,Engineering,Tier 3,9.15,11.42,146705.71,5,0.565,2,0,61.4,30.21,Cyber Security Analyst,LinkedIn,0
2687,35,30-40,Male,American,Master,Business,Tier 2,30.0,30.0,189055.31,0,1.0,0,1,86.4,26.28,Data Scientist,LinkedIn,0
2688,21,Under 30,Female,Indian,Master,Business,Tier 1 (Top),10.55,12.55,183228.5,3,1.0,3,0,90.3,28.97,Data Scientist,Job Portal,1
2689,38,30-40,Male,Asian (other),Bachelor,Engineering,Tier 2,9.63,10.11,161522.38,4,0.991,4,0,87.7,78.97,Cyber Security Analyst,LinkedIn,0
2690,36,30-40,Female,European,PhD,Engineering,Tier 1 (Top),21.46,19.34,174408.1,4,0.981,4,0,93.1,80.28,Software Engineer,Job Portal,1
2691,23,Under 30,Female,European,Bachelor,Engineering,Tier 3,11.18,10.08,136108.13,3,0.817,2,0,96.5,34.29,Software Engineer,Job Portal,0
2692,30,30-40,Female,Indian,Master,Other,Tier 2,5.39,4.71,114313.97,1,0.527,2,0,73.6,30.07,Software Engineer,LinkedIn,0
2693,31,30-40,Male,Other,Master,Other,Tier 1 (Top),8.82,7.88,130436.94,2,1.0,0,1,79.1,37.34,HR Specialist,LinkedIn,1
2694,30,30-40,Female,European,Bachelor,Arts/Humanities,Tier 2,7.24,6.54,104749.89,1,0.771,0,0,92.3,50.41,Product Manager,Job Portal,0
2695,34,30-40,Male,Indian,Master,Engineering,Tier 3,14.17,13.54,125325.73,2,0.918,2,1,79.6,32.5,Data Analyst,Job Portal,1
2696,43,Over 40,Female,Asian (other),High School,Arts/Humanities,Tier 3,15.45,13.92,162259.25,2,1.0,2,0,72.1,238.74,Data Analyst,Job Portal,0
2697,40,30-40,Male,Indian,Bachelor,Engineering,Tier 1 (Top),26.49,27.98,187804.15,2,0.924,7,0,82.9,105.76,Cyber Security Analyst,LinkedIn,1
2698,21,Under 30,Male,Indian,Master,Business,Tier 1 (Top),15.23,14.35,125006.9,7,0.79,5,0,85.7,92.78,Software Engineer,Company Website,1
2699,36,30-40,Female,American,Bachelor,Engineering,Tier 3,15.48,15.98,130685.42,2,1.0,1,1,76.9,24.6,Marketing Specialist,Company Website,1
2700,42,Over 40,Male,American,Bachelor,Engineering,Tier 2,21.58,24.38,190601.48,5,0.781,3,1,84.4,39.03,Cyber Security Analyst,Job Portal,1
2701,35,30-40,Female,Indian,Bachelor,Engineering,Tier 2,5.04,2.27,68254.4,4,0.46,3,0,70.1,49.78,Marketing Specialist,Company Website,0
2702,40,30-40,Female,Indian,Bachelor,Arts/Humanities,Tier 1 (Top),12.67,12.34,104246.66,4,0.861,1,0,88.5,236.05,Marketing Specialist,LinkedIn,0
2703,48,Over 40,Male,Other,High School,Other,Tier 2,8.47,7.92,123339.31,2,0.933,2,0,50.3,35.95,Cyber Security Analyst,LinkedIn,0
2704,40,30-40,Male,Indian,Master,Computer Science,Tier 3,26.14,25.68,180767.21,1,1.0,2,1,90.4,19.8,Data Scientist,Other,1
2705,33,30-40,Male,Indian,High School,Engineering,Tier 2,8.65,8.63,93550.48,7,0.961,2,0,74.4,61.6,Data Analyst,Job Portal,0
2706,40,30-40,Non-binary/Other,Other,Master,Engineering,Tier 1 (Top),12.06,11.7,158299.27,2,0.993,1,0,87.6,37.85,Product Manager,Job Portal,0
2707,33,30-40,Male,Indian,Master,Engineering,Tier 2,7.59,6.45,114049.52,5,1.0,2,0,91.5,82.72,Marketing Specialist,Referral,1
2708,32,30-40,Female,European,Bachelor,Other,Tier 2,12.1,10.54,107216.49,6,0.918,2,1,87.5,39.12,Software Engineer,LinkedIn,1
2709,29,Under 30,Female,Indian,Master,Engineering,Tier 3,6.82,7.63,100679.23,2,0.661,1,1,91.5,30.12,Product Manager,Job Portal,1
2710,44,Over 40,Female,American,Bachelor,Arts/Humanities,Tier 2,12.29,10.97,116591.68,1,0.854,0,0,80.7,57.57,Software Engineer,Job Portal,0
2711,25,Under 30,Female,American,Bachelor,Business,Unknown,7.07,7.66,92060.95,1,1.0,4,0,98.0,51.93,Software Engineer,LinkedIn,1
2712,44,Over 40,Female,Other,Bachelor,Computer Science,Tier 2,20.02,20.83,129726.95,4,1.0,2,1,71.3,130.46,Data Analyst,Referral,1
2713,35,30-40,Male,American,Bachelor,Business,Tier 3,5.02,5.76,85937.15,1,0.923,1,0,75.0,73.17,Network Administrator,LinkedIn,0
2714,21,Under 30,Male,European,PhD,Business,Tier 2,8.74,9.53,127705.36,3,1.0,4,0,68.7,94.86,Software Engineer,LinkedIn,0
2715,34,30-40,Male,Other,Bachelor,Arts/Humanities,Tier 2,5.83,6.03,114067.02,3,1.0,0,0,84.2,139.53,Data Analyst,Job Portal,1
2716,21,Under 30,Female,Other,Master,Computer Science,Tier 3,4.93,6.43,110729.09,2,0.854,3,0,77.5,83.41,Cyber Security Analyst,Other,0
2717,37,30-40,Female,Indian,Master,Computer Science,Tier 2,6.14,6.09,75354.51,2,0.543,3,0,94.9,53.45,Product Manager,Job Portal,0
2718,39,30-40,Female,African,High School,Arts/Humanities,Tier 3,5.89,5.83,107410.48,1,1.0,0,1,94.3,29.66,Data Analyst,Company Website,0
2719,27,Under 30,Female,American,PhD,Engineering,Tier 2,11.16,11.85,220000.0,8,0.989,4,0,68.5,40.12,Data Scientist,LinkedIn,0
2720,32,30-40,Male,European,PhD,Other,Tier 2,8.66,8.66,96940.02,2,1.0,1,0,98.0,35.09,Cloud Architect,Job Portal,1
2721,47,Over 40,Male,Indian,Master,Engineering,Tier 2,8.58,8.37,136259.31,5,1.0,0,0,72.7,86.03,Data Analyst,Other,0
2722,27,Under 30,Male,American,Bachelor,Computer Science,Tier 3,3.37,2.56,59366.0,2,1.0,1,0,86.4,47.71,Marketing Specialist,LinkedIn,0
2723,23,Under 30,Male,Indian,Bachelor,Business,Tier 3,7.94,7.76,112184.55,3,0.893,4,1,72.3,137.82,Data Analyst,Referral,0
2724,43,Over 40,Female,European,Bachelor,Engineering,Tier 3,11.73,9.95,80347.28,4,0.505,3,1,57.3,103.95,Network Administrator,Company Website,0
2725,47,Over 40,Male,American,Master,Engineering,Tier 2,11.19,14.69,131675.38,3,0.811,4,1,96.2,79.8,Cloud Architect,Job Portal,1
2726,32,30-40,Female,Indian,Bachelor,Computer Science,Tier 3,7.57,9.74,120207.12,3,1.0,1,0,98.0,34.36,Cloud Architect,Other,1
2727,40,30-40,Female,American,Master,Computer Science,Tier 1 (Top),18.98,19.34,153283.63,4,1.0,2,0,68.5,24.42,Data Scientist,Referral,0
2728,42,Over 40,Male,Other,Master,Computer Science,Tier 2,9.66,10.06,93834.51,4,0.707,3,1,83.9,119.59,HR Specialist,LinkedIn,1
2729,26,Under 30,Male,Asian (other),Bachelor,Engineering,Tier 1 (Top),11.8,12.15,126803.54,4,0.918,4,0,82.6,56.09,Product Manager,Job Portal,0
2730,28,Under 30,Male,American,Bachelor,Arts/Humanities,Tier 3,6.08,7.92,94292.42,2,0.84,2,0,72.1,19.24,Cyber Security Analyst,LinkedIn,0
2731,41,Over 40,Male,Other,PhD,Computer Science,Tier 2,12.23,11.47,220000.0,6,0.909,2,0,91.8,22.16,Data Analyst,Company Website,1
2732,45,Over 40,Female,European,Bachelor,Business,Tier 2,28.19,29.92,220000.0,4,1.0,3,0,72.9,98.8,Cyber Security Analyst,Referral,0
2733,36,30-40,Male,Indian,Bachelor,Other,Tier 2,13.12,14.62,109846.87,4,0.612,0,0,83.9,101.06,Software Engineer,LinkedIn,1
2734,24,Under 30,Female,American,High School,Business,Tier 3,18.84,18.82,105269.85,5,1.0,5,0,65.6,18.5,Cyber Security Analyst,LinkedIn,0
2735,47,Over 40,Female,Indian,Bachelor,Arts/Humanities,Tier 3,7.03,6.1,141098.61,6,0.622,1,0,80.9,115.67,Network Administrator,LinkedIn,0
2736,27,Under 30,Male,Asian (other),Bachelor,Computer Science,Tier 2,7.89,6.43,105703.95,6,0.411,0,1,79.1,39.36,Marketing Specialist,LinkedIn,0
2737,29,Under 30,Female,Other,Bachelor,Computer Science,Unknown,12.8,10.26,76763.9,3,0.771,0,0,78.5,113.3,Network Administrator,Referral,0
2738,34,30-40,Female,Indian,High School,Engineering,Tier 3,7.6,7.95,86170.87,4,0.771,2,1,96.4,132.02,Software Engineer,LinkedIn,0
2739,44,Over 40,Female,American,Bachelor,Business,Tier 2,19.46,17.53,155384.0,2,0.711,0,0,80.7,45.95,Software Engineer,Company Website,0
2740,38,30-40,Male,American,Bachelor,Business,Tier 3,10.9,9.94,123333.7,4,0.661,1,0,53.1,84.12,Data Analyst,Job Portal,0
2741,35,30-40,Male,Indian,High School,Other,Tier 2,7.16,8.56,76151.06,3,0.962,0,1,92.2,90.78,Data Scientist,LinkedIn,1
2742,35,30-40,Male,Asian (other),Master,Business,Tier 1 (Top),5.09,4.82,87942.21,5,0.716,3,1,98.0,19.33,Software Engineer,Referral,1
2743,32,30-40,Male,European,Bachelor,Engineering,Tier 1 (Top),16.93,14.47,128954.45,4,0.436,2,1,77.1,84.8,Marketing Specialist,LinkedIn,0
2744,36,30-40,Female,Indian,Bachelor,Arts/Humanities,Tier 3,15.68,18.47,160120.31,1,0.798,2,1,76.6,269.82,Cyber Security Analyst,Referral,0
2745,21,Under 30,Female,African,Master,Computer Science,Tier 2,15.66,14.16,111908.93,1,1.0,1,0,85.2,50.62,Marketing Specialist,LinkedIn,1
2746,29,Under 30,Female,Indian,Bachelor,Arts/Humanities,Tier 2,21.07,18.81,177612.59,2,1.0,3,1,95.5,93.74,Data Analyst,LinkedIn,1
2747,33,30-40,Male,Other,Bachelor,Engineering,Tier 2,3.53,1.26,63603.6,8,0.587,2,0,85.4,81.06,Network Administrator,LinkedIn,0
2748,22,Under 30,Male,Indian,Master,Computer Science,Tier 3,8.08,10.6,118014.51,1,0.717,3,0,72.3,26.5,Cloud Architect,Company Website,0
2749,35,30-40,Female,European,Bachelor,Computer Science,Tier 3,12.91,13.62,108245.34,3,0.711,2,0,98.0,129.84,Software Engineer,Company Website,0
2750,30,30-40,Male,Indian,Master,Other,Tier 3,9.71,10.12,122752.66,2,0.803,2,1,66.7,184.57,Data Analyst,LinkedIn,0
2751,46,Over 40,Male,Indian,Master,Business,Tier 1 (Top),9.04,8.8,113801.46,6,0.913,2,1,87.0,34.33,Data Scientist,LinkedIn,1
2752,44,Over 40,Male,Asian (other),Bachelor,Computer Science,Tier 2,21.08,21.58,163069.6,11,1.0,4,0,93.5,74.24,Software Engineer,Company Website,0
2753,28,Under 30,Male,American,High School,Computer Science,Tier 3,7.94,6.11,76028.89,4,1.0,0,0,85.8,50.13,Data Analyst,Job Portal,0
